Vaccine,Geography Type,Geography,FIPS,Season/Survey Year,Month,Dimension Type,Dimension,Estimate (%),95% CI (%),Sample Size
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,5,Age,6 Months - 4 Years,71.5,67.4 to 75.6,1485
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,4,Age,6 Months - 4 Years,71.5,67.4 to 75.6,1485
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,3,Age,6 Months - 4 Years,71.0,67.0 to 75.0,1485
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,2,Age,6 Months - 4 Years,70.4,66.4 to 74.4,1485
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,1,Age,6 Months - 4 Years,69.2,65.3 to 73.1,1485
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,12,Age,6 Months - 4 Years,64.1,60.2 to 68.0,1485
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,1,Age,>=18 Years,36.4,34.2 to 38.6,4176
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,2,Age,13-17 Years,42.4,37.7 to 47.1,1076
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,3,Age,13-17 Years,42.4,37.7 to 47.1,1076
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,4,Age,13-17 Years,42.8,38.1 to 47.5,1076
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,5,Age,13-17 Years,43.0,38.3 to 47.7,1076
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,2,Age,6 Months - 17 Years,51.5,48.0 to 55.0,3486
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,3,Age,6 Months - 17 Years,52.2,48.6 to 55.8,3486
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,1,Age,6 Months - 17 Years,49.8,46.4 to 53.2,3486
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,7,Age,13-17 Years,1.4,0.6 to 2.2,1155
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,4,Age,6 Months - 17 Years,52.3,48.7 to 55.9,3486
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,5,Age,6 Months - 17 Years,52.5,48.9 to 56.1,3486
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,7,Age,6 Months - 17 Years,1.6,1.0 to 2.2,4893
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,8,Age,6 Months - 17 Years,6.8,5.6 to 8.0,4893
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,11,Race and Ethnicity,"Asian, Non-Hispanic",23.5,13.6 to 33.4,180
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,12,Race and Ethnicity,"Asian, Non-Hispanic",29.7,19.1 to 40.3 ‡,180
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,1,Race and Ethnicity,"Asian, Non-Hispanic",31.6,20.8 to 42.4 ‡,180
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,11,Age,6 Months - 4 Years,58.1,54.3 to 61.9,1485
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,10,Age,6 Months - 4 Years,45.5,41.9 to 49.1,1485
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,9,Age,6 Months - 4 Years,18.3,15.8 to 20.8,1485
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,8,Age,6 Months - 4 Years,6.1,4.6 to 7.6,1485
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,7,Age,6 Months - 4 Years,2.0,1.2 to 2.8,1485
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,5,Age,6 Months - 4 Years,73.1,68.5 to 77.7,1468
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,12,Age,>=65 Years,19.5,15.7 to 23.3,789
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,12,Age,13-17 Years,34.7,28.6 to 40.8,833
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,1,Age,13-17 Years,36.3,30.1 to 42.5,833
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,2,Age,13-17 Years,36.8,30.6 to 43.0,833
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,10,Age,6 Months - 17 Years,29.8,26.5 to 33.1,3377
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,11,Age,6 Months - 17 Years,38.8,35.2 to 42.4,3377
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,12,Age,6 Months - 17 Years,41.5,37.8 to 45.2,3377
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,1,Age,6 Months - 17 Years,43.6,39.8 to 47.4,3377
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,2,Age,6 Months - 17 Years,44.2,40.4 to 48.0,3377
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,3,Age,6 Months - 17 Years,45.0,41.1 to 48.9,3377
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,4,Age,6 Months - 17 Years,45.1,41.2 to 49.0,3377
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,1,Age,>=65 Years,25.1,20.8 to 29.4,789
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,2,Age,>=65 Years,27.2,22.8 to 31.6,789
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,3,Age,>=65 Years,28.0,23.4 to 32.6,789
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,4,Age,>=65 Years,28.0,23.4 to 32.6,789
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,5,Age,>=65 Years,28.0,23.4 to 32.6,789
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,9,Age,13-17 Years,8.2,4.9 to 11.5,833
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,8,Age,13-17 Years,NR †,NR †,833
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,10,Age,13-17 Years,20.1,15.3 to 24.9,833
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,11,Age,13-17 Years,30.8,25.1 to 36.5,833
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,4,Age,6 Months - 4 Years,72.9,68.3 to 77.5,1468
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,3,Age,6 Months - 4 Years,72.0,67.5 to 76.5,1468
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,11,Age,>=18 Years,31.2,29.2 to 33.2,4176
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,12,Age,>=18 Years,34.6,32.6 to 36.6,4176
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,1,Age,6 Months - 17 Years,44.9,40.7 to 49.1,4012
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,2,Age,6 Months - 17 Years,46.1,41.9 to 50.3,4012
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,3,Age,6 Months - 17 Years,49.4,43.9 to 54.9,4012
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,4,Age,6 Months - 17 Years,50.0,44.6 to 55.4,4012
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,5,Age,6 Months - 17 Years,50.6,45.1 to 56.1,4012
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,8,Age,6 Months - 17 Years,4.5,3.1 to 5.9,3377
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,9,Age,6 Months - 17 Years,12.4,10.1 to 14.7,3377
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,2,Age,25-64 Years not in Initial Target Group,16.0,13.0 to 19.0,1232
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,3,Age,25-64 Years not in Initial Target Group,20.1,12.0 to 28.2,1232
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,3,Age,13-17 Years,28.0,22.1 to 33.9,1068
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,4,Age,13-17 Years,28.0,22.1 to 33.9,1068
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,5,Age,13-17 Years,28.1,22.2 to 34.0,1068
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,7,Age,13-17 Years,NR †,NR †,833
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,8,Age,>=18 Years,1.3,0.9 to 1.7,4176
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,9,Age,>=18 Years,7.0,6.0 to 8.0,4176
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,10,Age,>=18 Years,23.5,21.7 to 25.3,4176
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,12,Age,25-64 Years not in Initial Target Group,11.2,8.9 to 13.5,1232
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,12,Age,13-17 Years,27.9,22.0 to 33.8,1068
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,1,Age,13-17 Years,28.0,22.1 to 33.9,1068
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,2,Age,13-17 Years,28.0,22.1 to 33.9,1068
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,10,Age,6 Months - 4 Years,43.7,39.9 to 47.5,1468
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,9,Age,6 Months - 4 Years,19.0,16.4 to 21.6,1468
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,4,Age,25-64 Years at High Risk,36.6,23.7 to 49.5 ‡,398
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,5,Age,25-64 Years at High Risk,36.6,23.7 to 49.5 ‡,398
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,10,Age,25-64 Years not in Initial Target Group,3.0,1.8 to 4.2,1232
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,11,Age,25-64 Years not in Initial Target Group,8.0,6.0 to 10.0,1232
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,8,Age,6 Months - 4 Years,7.6,5.9 to 9.3,1468
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,7,Age,6 Months - 4 Years,1.9,1.1 to 2.7,1468
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,5,Age,6 Months - 4 Years,70.1,65.2 to 75.0,1259
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,12,Age,>=18 Years,35.3,33.1 to 37.5,3901
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,4,Age,6 Months - 4 Years,69.9,65.0 to 74.8,1259
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,10,Age,>=18 Years,23.8,22.0 to 25.6,3901
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,11,Age,>=18 Years,32.0,30.0 to 34.0,3901
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,10,Age,13-17 Years,22.4,16.7 to 28.1,1068
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,11,Age,13-17 Years,27.3,21.4 to 33.2,1068
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,2,Age,>=18 Years,39.6,37.2 to 42.0,4081
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,3,Age,>=18 Years,40.2,37.7 to 42.7,4081
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,4,Age,>=18 Years,40.3,37.8 to 42.8,4081
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,5,Age,>=18 Years,40.3,37.8 to 42.8,4081
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,4,Age,>=6 Months,50.5,48.3 to 52.7,7983
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,7,Age,>=18 Years,NR †,NR †,4176
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,5,Age,>=6 Months,51.9,49.4 to 54.4,7983
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,8,Age,6 Months - 17 Years,NR †,NR †,4012
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,9,Age,6 Months - 17 Years,10.3,8.0 to 12.6,4012
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,10,Age,6 Months - 17 Years,27.0,23.9 to 30.1,4012
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,11,Age,6 Months - 17 Years,38.4,34.6 to 42.2,4012
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,12,Age,6 Months - 17 Years,42.8,38.9 to 46.7,4012
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,3,Age,25-64 Years at High Risk,36.6,23.7 to 49.5 ‡,398
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,2,Age,25-64 Years at High Risk,36.3,23.4 to 49.2 ‡,398
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,4,Age,13-17 Years,31.5,25.4 to 37.6,1303
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,5,Age,13-17 Years,31.5,25.4 to 37.6,1303
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,8,Age,13-17 Years,NR †,NR †,1068
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,9,Age,13-17 Years,10.5,6.3 to 14.7,1068
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,11,Race and Ethnicity,"American Indian or Alaska Native, Non-Hispanic",NR †,NR †,31
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,2,Age,6 Months - 4 Years,69.4,65.1 to 73.7,1468
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,1,Age,6 Months - 4 Years,66.6,62.4 to 70.8,1468
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,12,Age,6 Months - 4 Years,60.9,56.8 to 65.0,1468
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,11,Age,6 Months - 4 Years,55.5,51.5 to 59.5,1468
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,4,Age,25-64 Years not in Initial Target Group,20.1,12.0 to 28.2,1232
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,5,Age,25-64 Years not in Initial Target Group,20.1,12.0 to 28.2,1232
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,10,Age,>=65 Years,7.3,4.6 to 10.0,789
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,11,Age,>=65 Years,12.8,9.6 to 16.0,789
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,3,Age,13-17 Years,31.3,25.2 to 37.4,1303
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,3,Age,6 Months - 4 Years,67.8,63.3 to 72.3,1259
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,2,Age,6 Months - 4 Years,65.5,61.3 to 69.7,1259
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,1,Age,6 Months - 4 Years,62.2,58.1 to 66.3,1259
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,12,Age,6 Months - 4 Years,57.1,53.1 to 61.1,1259
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,11,Age,6 Months - 4 Years,51.9,48.0 to 55.8,1259
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,10,Age,6 Months - 4 Years,40.4,36.7 to 44.1,1259
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,8,Age,>=18 Years,1.8,1.2 to 2.4,3901
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,3,Age,>=18 Years,34.8,32.8 to 36.8,4288
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,4,Age,>=18 Years,35.6,33.6 to 37.6,4288
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,5,Age,>=18 Years,35.6,33.6 to 37.6,4288
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,7,Age,>=18 Years,NR †,NR †,3901
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,11,Age,25-64 Years at High Risk,15.5,10.8 to 20.2,398
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,12,Age,25-64 Years at High Risk,22.5,16.8 to 28.2,398
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,1,Age,25-64 Years at High Risk,27.6,20.7 to 34.5,398
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,10,Age,13-17 Years,18.4,13.0 to 23.8,1303
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,11,Age,13-17 Years,26.1,20.4 to 31.8,1303
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,12,Age,13-17 Years,29.0,23.1 to 34.9,1303
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,1,Age,13-17 Years,30.1,24.1 to 36.1,1303
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,11,Age,>=6 Months,38.8,36.8 to 40.8,7983
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,10,Age,>=6 Months,28.3,26.6 to 30.0,7983
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,9,Age,>=6 Months,9.8,8.7 to 10.9,7983
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,2,Age,13-17 Years,30.2,24.2 to 36.2,1303
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,3,Age,>=6 Months,49.4,47.2 to 51.6,7983
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,2,Age,>=6 Months,47.8,45.6 to 50.0,7983
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,1,Age,>=6 Months,45.1,43.1 to 47.1,7983
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,12,Age,>=6 Months,42.5,40.5 to 44.5,7983
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,3,Age,>=18 Years,26.8,21.2 to 32.4,2742
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,4,Age,>=18 Years,26.8,21.2 to 32.4,2742
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,5,Age,>=18 Years,26.8,21.2 to 32.4,2742
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,10,Age,25-64 Years at High Risk,6.6,3.3 to 9.9,398
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,8,Age,13-17 Years,NR †,NR †,1303
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,9,Age,13-17 Years,NR †,NR †,1303
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,9,Age,6 Months - 4 Years,18.0,15.2 to 20.8,1259
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,8,Age,6 Months - 4 Years,8.1,6.0 to 10.2,1259
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,7,Age,6 Months - 4 Years,1.8,0.9 to 2.7,1259
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,8,Age,>=6 Months,1.9,1.4 to 2.4,7983
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,7,Age,>=6 Months,NR †,NR †,7983
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,4,Age,6 Months - 64 Years at High Risk (Initial Target Group),35.9,31.5 to 40.3,3951
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,5,Age,6 Months - 64 Years at High Risk (Initial Target Group),36.1,31.7 to 40.5,3951
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,10,Age,>=18 Years,5.6,4.4 to 6.8,2742
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,11,Age,>=18 Years,12.6,10.8 to 14.4,2742
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,12,Age,>=18 Years,17.8,15.8 to 19.8,2742
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,1,Age,>=18 Years,21.1,18.9 to 23.3,2742
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,5,Age,5-12 Years,57.3,54.4 to 60.2,2517
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,1,Age,>=6 Months,49.4,47.0 to 51.8,7211
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,5,Age,>=6 Months,56.9,51.5 to 62.3,7211
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,4,Age,>=6 Months,53.3,50.2 to 56.4,7211
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,3,Age,>=6 Months,51.3,48.9 to 53.7,7211
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,2,Age,>=6 Months,50.4,48.0 to 52.8,7211
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,1,Age,5-12 Years,53.5,50.7 to 56.3,2517
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,2,Age,5-12 Years,54.9,52.1 to 57.7,2517
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,3,Age,5-12 Years,56.7,53.8 to 59.6,2517
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,4,Age,5-12 Years,57.3,54.4 to 60.2,2517
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,8,Age,6 Months - 4 Years,6.3,4.6 to 8.0,1361
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,9,Age,6 Months - 4 Years,18.6,15.8 to 21.4,1361
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,10,Age,6 Months - 4 Years,38.8,35.0 to 42.6,1361
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,11,Age,6 Months - 4 Years,52.4,48.3 to 56.5,1361
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,12,Age,6 Months - 4 Years,57.9,53.8 to 62.0,1361
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,1,Age,6 Months - 4 Years,61.3,57.1 to 65.5,1361
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,2,Age,6 Months - 4 Years,64.3,60.0 to 68.6,1361
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,1,Age,25-64 Years not in Initial Target Group,13.5,11.0 to 16.0,1232
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,9,Age,>=18 Years,8.0,7.0 to 9.0,3901
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,2,Age,>=18 Years,34.2,32.2 to 36.2,4288
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,3,Age,6 Months - 4 Years,65.4,61.0 to 69.8,1361
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,4,Age,6 Months - 4 Years,67.4,62.5 to 72.3,1361
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,5,Age,6 Months - 4 Years,68.5,63.6 to 73.4,1361
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,2,Age,>=18 Years,24.2,20.9 to 27.5,2742
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,12,Age,6 Months - 64 Years at High Risk (Initial Target Group),28.5,25.3 to 31.7,3951
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,1,Age,6 Months - 64 Years at High Risk (Initial Target Group),32.7,29.3 to 36.1,3951
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,2,Age,6 Months - 64 Years at High Risk (Initial Target Group),35.1,30.8 to 39.4,3951
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,3,Age,6 Months - 64 Years at High Risk (Initial Target Group),35.9,31.5 to 40.3,3951
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,10,Age,5-12 Years,35.2,32.7 to 37.7,2517
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,11,Age,5-12 Years,45.7,43.0 to 48.4,2517
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,8,Age,>=6 Months,3.1,2.5 to 3.7,7211
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,7,Age,>=6 Months,0.6,0.4 to 0.8,7211
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,12,Age,5-12 Years,51.1,48.4 to 53.8,2517
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,5,Age,>=6 Months,52.2,49.7 to 54.7,7739
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,12,Age,6 Months - 4 Years,57.0,52.8 to 61.2,1347
